,politician,state,party,district,cid,contributor,individual_amount,PAC_amount,total_amount
1479,Richard C Shelby,Alabama,Republican, Senate,N00009920,Alabama Farmers Federation,0,0,0
1480,John Shimkus,Illinois,Republican, District 15,N00004961,Johnson & Johnson,0,6000,6000
1481,John Shimkus,Illinois,Republican, District 15,N00004961,Abbott Laboratories,0,5000,5000
1482,John Shimkus,Illinois,Republican, District 15,N00004961,AECOM Global,0,5000,5000
1483,John Shimkus,Illinois,Republican, District 15,N00004961,American Chemistry Council,0,5000,5000
1484,John Shimkus,Illinois,Republican, District 15,N00004961,AT&T Inc,0,5000,5000
1485,John Shimkus,Illinois,Republican, District 15,N00004961,Carpenters & Joiners Union,0,5000,5000
1486,John Shimkus,Illinois,Republican, District 15,N00004961,Caterpillar Inc,0,5000,5000
1487,John Shimkus,Illinois,Republican, District 15,N00004961,Charter Communications,0,5000,5000
1488,John Shimkus,Illinois,Republican, District 15,N00004961,Comcast Corp,0,5000,5000
1489,John Shimkus,Illinois,Republican, District 15,N00004961,Deere & Co,0,5000,5000
